,Unnamed: 0,source,target,fraction,source_description,target_description,contingency
30,113,RP,RD,0.079601990049751,Request propose or suggest an action for hearer or for hearer and speaker.,Refuse to carry out an act requested or proposed by other.,1
31,114,RP,RP,0.054726368159204,Request propose or suggest an action for hearer or for hearer and speaker.,Request propose or suggest an action for hearer or for hearer and speaker.,0
32,119,RP,ST,0.174129353233831,Request propose or suggest an action for hearer or for hearer and speaker.,Make a declarative statement.,0
33,122,RP,YY,0.084577114427861,Request propose or suggest an action for hearer or for hearer and speaker.,Make a word-like utterance without clear function.,0
34,125,RQ,AD,0.622047244094488,Yes/no question or suggestion about hearer's wishes and intentions,Agree to carry out an act requested or proposed by other.,0
35,133,RQ,RD,0.114173228346457,Yes/no question or suggestion about hearer's wishes and intentions,Refuse to carry out an act requested or proposed by other.,0
36,148,RR,OO,0.07843137254902,Request to repeat utterance.,Unintelligible vocalization.,0
37,149,RR,QN,0.156862745098039,Request to repeat utterance.,Ask a product-question (wh-question),0
38,150,RR,RP,0.137254901960784,Request to repeat utterance.,Request propose or suggest an action for hearer or for hearer and speaker.,0
39,152,RR,SA,0.254901960784314,Request to repeat utterance.,Answer a wh-question with a statement.,0
40,154,RR,ST,0.137254901960784,Request to repeat utterance.,Make a declarative statement.,0
41,155,RR,YY,0.137254901960784,Request to repeat utterance.,Make a word-like utterance without clear function.,0
42,156,RT,AA,0.068965517241379,Repeat or imitate other's utterance.,Answer in the affirmative to yes/no question.,0
43,159,RT,MK,0.103448275862069,Repeat or imitate other's utterance.,Mark occurrence of event (thank greet apologize congratulate etc.).,1
44,160,RT,QN,0.103448275862069,Repeat or imitate other's utterance.,Ask a product-question (wh-question),1
45,163,RT,SA,0.103448275862069,Repeat or imitate other's utterance.,Answer a wh-question with a statement.,0
46,164,RT,SI,0.068965517241379,Repeat or imitate other's utterance.,State intent to carry out act by speaker.,1
47,165,RT,ST,0.275862068965517,Repeat or imitate other's utterance.,Make a declarative statement.,1
48,166,RT,YY,0.137931034482759,Repeat or imitate other's utterance.,Make a word-like utterance without clear function.,0
49,172,SA,DW,0.053763440860215,Answer a wh-question with a statement.,Disagree with proposition expressed by previous speaker.,0
50,175,SA,OO,0.086021505376344,Answer a wh-question with a statement.,Unintelligible vocalization.,0
51,177,SA,QN,0.150537634408602,Answer a wh-question with a statement.,Ask a product-question (wh-question),1
52,180,SA,RT,0.150537634408602,Answer a wh-question with a statement.,Repeat or imitate other's utterance.,1
53,182,SA,ST,0.150537634408602,Answer a wh-question with a statement.,Make a declarative statement.,1
54,184,SA,YY,0.064516129032258,Answer a wh-question with a statement.,Make a word-like utterance without clear function.,0
55,186,ST,AC,0.074074074074074,Make a declarative statement.,Answer calls/ show attentiveness to communications.,0
56,197,ST,MK,0.057407407407408,Make a declarative statement.,Mark occurrence of event (thank greet apologize congratulate etc.).,1
57,198,ST,OO,0.057407407407408,Make a declarative statement.,Unintelligible vocalization.,0
58,201,ST,QN,0.088888888888889,Make a declarative statement.,Ask a product-question (wh-question),1
59,203,ST,RP,0.077777777777778,Make a declarative statement.,Request propose or suggest an action for hearer or for hearer and speaker.,1
60,206,ST,RT,0.055555555555556,Make a declarative statement.,Repeat or imitate other's utterance.,1
61,210,ST,ST,0.198148148148148,Make a declarative statement.,Make a declarative statement.,1
62,214,ST,YY,0.085185185185185,Make a declarative statement.,Make a word-like utterance without clear function.,0
63,215,TQ,AA,0.058823529411765,Ask a limited-alternative yes/no question.,Answer in the affirmative to yes/no question.,1
64,216,TQ,AN,0.058823529411765,Ask a limited-alternative yes/no question.,Answer in the negative to yes/no question,1
65,217,TQ,,0.117647058823529,Ask a limited-alternative yes/no question.,Intentionally nonsatisfying answer to question,1
66,218,TQ,OO,0.058823529411765,Ask a limited-alternative yes/no question.,Unintelligible vocalization.,0
67,219,TQ,ST,0.058823529411765,Ask a limited-alternative yes/no question.,Make a declarative statement.,0
68,220,TQ,TA,0.588235294117647,Ask a limited-alternative yes/no question.,Answer a limited-alternative question.,1
69,221,TQ,YY,0.058823529411765,Ask a limited-alternative yes/no question.,Make a word-like utterance without clear function.,0
70,222,YA,AA,0.521739130434783,Answer a question with a yes/no question.,Answer in the affirmative to yes/no question.,1
71,228,YA,SA,0.130434782608696,Answer a question with a yes/no question.,Answer a wh-question with a statement.,0
72,232,YQ,AA,0.566343042071197,Ask a yes/no question.,Answer in the affirmative to yes/no question.,1
73,235,YQ,AN,0.122977346278317,Ask a yes/no question.,Answer in the negative to yes/no question,1
74,254,YQ,ST,0.084142394822007,Ask a yes/no question.,Make a declarative statement.,0
75,260,AA,AC,0.086956521739131,Answer in the affirmative to yes/no question.,Answer calls/ show attentiveness to communications.,1
76,262,AA,MK,0.086956521739131,Answer in the affirmative to yes/no question.,Mark occurrence of event (thank greet apologize congratulate etc.).,1
77,263,AA,OO,0.173913043478261,Answer in the affirmative to yes/no question.,Unintelligible vocalization.,0
78,265,AA,QN,0.086956521739131,Answer in the affirmative to yes/no question.,Ask a product-question (wh-question),1
79,270,AA,TO,0.086956521739131,Answer in the affirmative to yes/no question.,Mark transfer of object to hearer,1
80,271,AA,YQ,0.130434782608696,Answer in the affirmative to yes/no question.,Ask a yes/no question.,1
81,272,AA,YY,0.086956521739131,Answer in the affirmative to yes/no question.,Make a word-like utterance without clear function.,0
82,277,AC,MK,0.067484662576687,Answer calls/ show attentiveness to communications.,Mark occurrence of event (thank greet apologize congratulate etc.).,1
83,278,AC,OO,0.116564417177914,Answer calls/ show attentiveness to communications.,Unintelligible vocalization.,0
84,283,AC,RP,0.079754601226994,Answer calls/ show attentiveness to communications.,Request propose or suggest an action for hearer or for hearer and speaker.,1
85,285,AC,SI,0.067484662576687,Answer calls/ show attentiveness to communications.,State intent to carry out act by speaker.,1
86,286,AC,ST,0.361963190184049,Answer calls/ show attentiveness to communications.,Make a declarative statement.,1
87,289,AC,YY,0.141104294478528,Answer calls/ show attentiveness to communications.,Make a word-like utterance without clear function.,0
88,295,AD,MK,0.058823529411765,Agree to carry out an act requested or proposed by other.,Mark occurrence of event (thank greet apologize congratulate etc.).,1
89,296,AD,OO,0.117647058823529,Agree to carry out an act requested or proposed by other.,Unintelligible vocalization.,0
90,299,AD,RP,0.176470588235294,Agree to carry out an act requested or proposed by other.,Request propose or suggest an action for hearer or for hearer and speaker.,1
91,302,AD,SI,0.098039215686275,Agree to carry out an act requested or proposed by other.,State intent to carry out act by speaker.,1
92,303,AD,ST,0.137254901960784,Agree to carry out an act requested or proposed by other.,Make a declarative statement.,1
93,306,AD,YY,0.098039215686275,Agree to carry out an act requested or proposed by other.,Make a word-like utterance without clear function.,0
94,314,AP,OO,0.064,Agree with proposition or proposal expressed by previous speaker,Unintelligible vocalization.,0
95,315,AP,QN,0.08,Agree with proposition or proposal expressed by previous speaker,Ask a product-question (wh-question),1
96,316,AP,RP,0.072,Agree with proposition or proposal expressed by previous speaker,Request propose or suggest an action for hearer or for hearer and speaker.,1
97,319,AP,SA,0.064,Agree with proposition or proposal expressed by previous speaker,Answer a wh-question with a statement.,0
98,320,AP,SI,0.088,Agree with proposition or proposal expressed by previous speaker,State intent to carry out act by speaker.,1
99,321,AP,ST,0.32,Agree with proposition or proposal expressed by previous speaker,Make a declarative statement.,0
100,325,AP,YY,0.12,Agree with proposition or proposal expressed by previous speaker,Make a word-like utterance without clear function.,0
101,326,CL,AC,0.625,Call attention to hearer by name or by substitute exclamations,Answer calls/ show attentiveness to communications.,1
102,327,CL,AD,0.125,Call attention to hearer by name or by substitute exclamations,Agree to carry out an act requested or proposed by other.,0
103,328,CL,OO,0.125,Call attention to hearer by name or by substitute exclamations,Unintelligible vocalization.,0
104,329,CL,YY,0.125,Call attention to hearer by name or by substitute exclamations,Make a word-like utterance without clear function.,0
105,330,DC,AC,0.166666666666667,Create a new state of affairs by declaration,Answer calls/ show attentiveness to communications.,1
106,331,DC,OO,0.333333333333333,Create a new state of affairs by declaration,Unintelligible vocalization.,0
107,332,DC,RP,0.5,Create a new state of affairs by declaration,Request propose or suggest an action for hearer or for hearer and speaker.,1
108,333,DW,AC,0.055555555555556,Disagree with proposition expressed by previous speaker.,Answer calls/ show attentiveness to communications.,0
109,334,DW,AN,0.055555555555556,Disagree with proposition expressed by previous speaker.,Answer in the negative to yes/no question,0
110,335,DW,AP,0.055555555555556,Disagree with proposition expressed by previous speaker.,Agree with proposition or proposal expressed by previous speaker,0
111,336,DW,DW,0.111111111111111,Disagree with proposition expressed by previous speaker.,Disagree with proposition expressed by previous speaker.,1
112,337,DW,MK,0.055555555555556,Disagree with proposition expressed by previous speaker.,Mark occurrence of event (thank greet apologize congratulate etc.).,1
113,338,DW,RR,0.055555555555556,Disagree with proposition expressed by previous speaker.,Request to repeat utterance.,1
114,339,DW,RT,0.055555555555556,Disagree with proposition expressed by previous speaker.,Repeat or imitate other's utterance.,1
115,340,DW,SA,0.111111111111111,Disagree with proposition expressed by previous speaker.,Answer a wh-question with a statement.,0
116,341,DW,SI,0.111111111111111,Disagree with proposition expressed by previous speaker.,State intent to carry out act by speaker.,1
117,342,DW,ST,0.277777777777778,Disagree with proposition expressed by previous speaker.,Make a declarative statement.,1
118,343,DW,YY,0.055555555555556,Disagree with proposition expressed by previous speaker.,Make a word-like utterance without clear function.,0
119,344,EA,AC,0.25,Elicit onomatopoeic or animal sounds.,Answer calls/ show attentiveness to communications.,0
120,345,EA,PR,0.75,Elicit onomatopoeic or animal sounds.,Perform verbal move in game.,1
121,346,GI,AC,0.090909090909091,Give in/ accept other's insistence or refusal.,Answer calls/ show attentiveness to communications.,0
122,347,GI,AD,0.090909090909091,Give in/ accept other's insistence or refusal.,Agree to carry out an act requested or proposed by other.,0
123,348,GI,CL,0.090909090909091,Give in/ accept other's insistence or refusal.,Call attention to hearer by name or by substitute exclamations,1
124,349,GI,FP,0.090909090909091,Give in/ accept other's insistence or refusal.,Ask for permission to carry out act.,0
125,350,GI,OO,0.181818181818182,Give in/ accept other's insistence or refusal.,Unintelligible vocalization.,0
126,351,GI,SI,0.181818181818182,Give in/ accept other's insistence or refusal.,State intent to carry out act by speaker.,1
127,352,GI,ST,0.181818181818182,Give in/ accept other's insistence or refusal.,Make a declarative statement.,1
128,353,GI,YY,0.090909090909091,Give in/ accept other's insistence or refusal.,Make a word-like utterance without clear function.,0
129,357,OO,MK,0.052631578947369,Unintelligible vocalization.,Mark occurrence of event (thank greet apologize congratulate etc.).,0
130,358,OO,OO,0.131578947368421,Unintelligible vocalization.,Unintelligible vocalization.,0
131,359,OO,QN,0.052631578947369,Unintelligible vocalization.,Ask a product-question (wh-question),0
132,360,OO,RP,0.052631578947369,Unintelligible vocalization.,Request propose or suggest an action for hearer or for hearer and speaker.,0
133,361,OO,RQ,0.052631578947369,Unintelligible vocalization.,Yes/no question or suggestion about hearer's wishes and intentions,0
134,362,OO,SI,0.157894736842105,Unintelligible vocalization.,State intent to carry out act by speaker.,0
135,363,OO,ST,0.236842105263158,Unintelligible vocalization.,Make a declarative statement.,0
136,365,OO,YY,0.157894736842105,Unintelligible vocalization.,Make a word-like utterance without clear function.,0
137,366,PA,AC,0.071428571428572,Permit hearer to perform act.,Answer calls/ show attentiveness to communications.,0
138,367,PA,OO,0.071428571428572,Permit hearer to perform act.,Unintelligible vocalization.,0
139,368,PA,PR,0.071428571428572,Permit hearer to perform act.,Perform verbal move in game.,1
140,369,PA,QN,0.142857142857143,Permit hearer to perform act.,Ask a product-question (wh-question),1
141,370,PA,RD,0.071428571428572,Permit hearer to perform act.,Refuse to carry out an act requested or proposed by other.,1
142,371,PA,RQ,0.071428571428572,Permit hearer to perform act.,Yes/no question or suggestion about hearer's wishes and intentions,1
143,372,PA,SI,0.285714285714286,Permit hearer to perform act.,State intent to carry out act by speaker.,1
144,373,PA,YQ,0.071428571428572,Permit hearer to perform act.,Ask a yes/no question.,1
145,374,PA,YY,0.142857142857143,Permit hearer to perform act.,Make a word-like utterance without clear function.,0
146,378,PR,ED,0.079365079365079,Perform verbal move in game.,Exclaim in disapproval.,1
147,380,PR,MK,0.079365079365079,Perform verbal move in game.,Mark occurrence of event (thank greet apologize congratulate etc.).,1
148,383,PR,PR,0.238095238095238,Perform verbal move in game.,Perform verbal move in game.,1
149,385,PR,RP,0.111111111111111,Perform verbal move in game.,Request propose or suggest an action for hearer or for hearer and speaker.,1
150,389,PR,ST,0.079365079365079,Perform verbal move in game.,Make a declarative statement.,0
151,391,PR,YY,0.111111111111111,Perform verbal move in game.,Make a word-like utterance without clear function.,0
152,392,SI,AC,0.08641975308642,State intent to carry out act by speaker.,Answer calls/ show attentiveness to communications.,1
153,397,SI,MK,0.061728395061728,State intent to carry out act by speaker.,Mark occurrence of event (thank greet apologize congratulate etc.).,1
154,398,SI,OO,0.061728395061728,State intent to carry out act by speaker.,Unintelligible vocalization.,0
155,401,SI,QN,0.074074074074074,State intent to carry out act by speaker.,Ask a product-question (wh-question),1
156,402,SI,RP,0.123456790123457,State intent to carry out act by speaker.,Request propose or suggest an action for hearer or for hearer and speaker.,0
157,404,SI,SI,0.135802469135802,State intent to carry out act by speaker.,State intent to carry out act by speaker.,0
158,405,SI,ST,0.123456790123457,State intent to carry out act by speaker.,Make a declarative statement.,1
159,409,SI,YY,0.074074074074074,State intent to carry out act by speaker.,Make a word-like utterance without clear function.,0
160,410,TX,AC,0.176470588235294,Read or recite written text aloud.,Answer calls/ show attentiveness to communications.,0
161,411,TX,RD,0.117647058823529,Read or recite written text aloud.,Refuse to carry out an act requested or proposed by other.,0
162,412,TX,RP,0.058823529411765,Read or recite written text aloud.,Request propose or suggest an action for hearer or for hearer and speaker.,1
163,413,TX,RT,0.117647058823529,Read or recite written text aloud.,Repeat or imitate other's utterance.,1
164,414,TX,ST,0.176470588235294,Read or recite written text aloud.,Make a declarative statement.,1
165,415,TX,TX,0.058823529411765,Read or recite written text aloud.,Read or recite written text aloud.,1
166,416,TX,XA,0.058823529411765,Read or recite written text aloud.,Exhibit attentiveness to hearer.,1
167,417,TX,YY,0.235294117647059,Read or recite written text aloud.,Make a word-like utterance without clear function.,0
168,418,CS,AD,0.25,Counter-suggestion/ an indirect refusal.,Agree to carry out an act requested or proposed by other.,1
169,419,CS,DW,0.125,Counter-suggestion/ an indirect refusal.,Disagree with proposition expressed by previous speaker.,1
170,420,CS,GI,0.125,Counter-suggestion/ an indirect refusal.,Give in/ accept other's insistence or refusal.,1
171,421,CS,OO,0.125,Counter-suggestion/ an indirect refusal.,Unintelligible vocalization.,0
172,422,CS,RP,0.125,Counter-suggestion/ an indirect refusal.,Request propose or suggest an action for hearer or for hearer and speaker.,0
173,423,CS,RT,0.125,Counter-suggestion/ an indirect refusal.,Repeat or imitate other's utterance.,0
174,424,CS,ST,0.125,Counter-suggestion/ an indirect refusal.,Make a declarative statement.,1
175,425,GR,AD,0.125,Give reason/ justify a request for an action refusal or prohibition,Agree to carry out an act requested or proposed by other.,0
176,426,GR,MK,0.25,Give reason/ justify a request for an action refusal or prohibition,Mark occurrence of event (thank greet apologize congratulate etc.).,1
177,427,GR,RD,0.25,Give reason/ justify a request for an action refusal or prohibition,Refuse to carry out an act requested or proposed by other.,0
178,428,GR,RR,0.125,Give reason/ justify a request for an action refusal or prohibition,Request to repeat utterance.,1
179,429,GR,SA,0.125,Give reason/ justify a request for an action refusal or prohibition,Answer a wh-question with a statement.,0
180,430,GR,YY,0.125,Give reason/ justify a request for an action refusal or prohibition,Make a word-like utterance without clear function.,0
181,431,PD,AD,0.666666666666667,Promise.,Agree to carry out an act requested or proposed by other.,0
182,432,PD,SI,0.333333333333333,Promise.,State intent to carry out act by speaker.,1
183,433,PF,AD,0.090909090909091,Prohibit/forbid/protest hearer's performance of an act,Agree to carry out an act requested or proposed by other.,0
184,435,PF,MK,0.090909090909091,Prohibit/forbid/protest hearer's performance of an act,Mark occurrence of event (thank greet apologize congratulate etc.).,1
185,436,PF,OO,0.227272727272727,Prohibit/forbid/protest hearer's performance of an act,Unintelligible vocalization.,0
186,437,PF,PR,0.090909090909091,Prohibit/forbid/protest hearer's performance of an act,Perform verbal move in game.,0
187,438,PF,QN,0.090909090909091,Prohibit/forbid/protest hearer's performance of an act,Ask a product-question (wh-question),1
188,439,PF,SI,0.090909090909091,Prohibit/forbid/protest hearer's performance of an act,State intent to carry out act by speaker.,1
189,440,PF,ST,0.227272727272727,Prohibit/forbid/protest hearer's performance of an act,Make a declarative statement.,1
190,442,TO,AD,0.2,Mark transfer of object to hearer,Agree to carry out an act requested or proposed by other.,0
191,443,TO,MK,0.2,Mark transfer of object to hearer,Mark occurrence of event (thank greet apologize congratulate etc.).,1
192,444,TO,PR,0.1,Mark transfer of object to hearer,Perform verbal move in game.,1
193,445,TO,RP,0.3,Mark transfer of object to hearer,Request propose or suggest an action for hearer or for hearer and speaker.,1
194,446,TO,RT,0.1,Mark transfer of object to hearer,Repeat or imitate other's utterance.,1
195,447,TO,ST,0.1,Mark transfer of object to hearer,Make a declarative statement.,1
196,448,AB,CL,0.1,Approve of appropriate behavior.,Call attention to hearer by name or by substitute exclamations,1
197,449,AB,DC,0.1,Approve of appropriate behavior.,Create a new state of affairs by declaration,1
198,450,AB,ED,0.1,Approve of appropriate behavior.,Exclaim in disapproval.,1
199,451,AB,MK,0.1,Approve of appropriate behavior.,Mark occurrence of event (thank greet apologize congratulate etc.).,1
200,452,AB,RP,0.2,Approve of appropriate behavior.,Request propose or suggest an action for hearer or for hearer and speaker.,1
201,453,AB,SI,0.2,Approve of appropriate behavior.,State intent to carry out act by speaker.,1
202,454,AB,YY,0.2,Approve of appropriate behavior.,Make a word-like utterance without clear function.,0
203,455,PM,CL,0.1,Praise for motor acts i.e for nonverbal behavior.,Call attention to hearer by name or by substitute exclamations,1
204,456,PM,MK,0.3,Praise for motor acts i.e for nonverbal behavior.,Mark occurrence of event (thank greet apologize congratulate etc.).,1
205,457,PM,QN,0.1,Praise for motor acts i.e for nonverbal behavior.,Ask a product-question (wh-question),1
206,458,PM,SI,0.2,Praise for motor acts i.e for nonverbal behavior.,State intent to carry out act by speaker.,1
207,459,PM,ST,0.1,Praise for motor acts i.e for nonverbal behavior.,Make a declarative statement.,1
208,460,PM,YQ,0.1,Praise for motor acts i.e for nonverbal behavior.,Ask a yes/no question.,1
209,461,PM,YY,0.1,Praise for motor acts i.e for nonverbal behavior.,Make a word-like utterance without clear function.,0
210,462,YY,CL,0.066666666666667,Make a word-like utterance without clear function.,Call attention to hearer by name or by substitute exclamations,0
211,463,YY,OO,0.066666666666667,Make a word-like utterance without clear function.,Unintelligible vocalization.,0
212,464,YY,QN,0.066666666666667,Make a word-like utterance without clear function.,Ask a product-question (wh-question),0
213,465,YY,RP,0.066666666666667,Make a word-like utterance without clear function.,Request propose or suggest an action for hearer or for hearer and speaker.,0
214,466,YY,RQ,0.066666666666667,Make a word-like utterance without clear function.,Yes/no question or suggestion about hearer's wishes and intentions,0
215,467,YY,SA,0.066666666666667,Make a word-like utterance without clear function.,Answer a wh-question with a statement.,0
216,468,YY,SI,0.066666666666667,Make a word-like utterance without clear function.,State intent to carry out act by speaker.,0
217,469,YY,YY,0.533333333333333,Make a word-like utterance without clear function.,Make a word-like utterance without clear function.,0
218,472,EC,OO,0.095238095238095,Elicit completion of word or sentence.,Unintelligible vocalization.,0
219,475,EC,SC,0.666666666666667,Elicit completion of word or sentence.,Complete statement or other utterance in compliance with request.,1
220,477,EC,YY,0.071428571428572,Elicit completion of word or sentence.,Make a word-like utterance without clear function.,0
221,478,RD,DW,0.2,Refuse to carry out an act requested or proposed by other.,Disagree with proposition expressed by previous speaker.,0
222,479,RD,QN,0.2,Refuse to carry out an act requested or proposed by other.,Ask a product-question (wh-question),1
223,480,RD,RD,0.2,Refuse to carry out an act requested or proposed by other.,Refuse to carry out an act requested or proposed by other.,0
224,481,RD,RP,0.4,Refuse to carry out an act requested or proposed by other.,Request propose or suggest an action for hearer or for hearer and speaker.,1
225,482,EI,EX,0.125,Elicit imitation of word or sentence by modelling or by explicit command,Elicit completion of rote-learned text.,0
226,483,EI,PR,0.125,Elicit imitation of word or sentence by modelling or by explicit command,Perform verbal move in game.,1
227,484,EI,RT,0.375,Elicit imitation of word or sentence by modelling or by explicit command,Repeat or imitate other's utterance.,1
228,485,EI,SC,0.25,Elicit imitation of word or sentence by modelling or by explicit command,Complete statement or other utterance in compliance with request.,1
229,486,EI,YY,0.125,Elicit imitation of word or sentence by modelling or by explicit command,Make a word-like utterance without clear function.,0
230,487,AN,MK,0.1,Answer in the negative to yes/no question,Mark occurrence of event (thank greet apologize congratulate etc.).,1
231,488,AN,OO,0.1,Answer in the negative to yes/no question,Unintelligible vocalization.,0
232,489,AN,QN,0.1,Answer in the negative to yes/no question,Ask a product-question (wh-question),1
233,490,AN,RT,0.1,Answer in the negative to yes/no question,Repeat or imitate other's utterance.,1
234,491,AN,SA,0.1,Answer in the negative to yes/no question,Answer a wh-question with a statement.,0
235,492,AN,ST,0.2,Answer in the negative to yes/no question,Make a declarative statement.,1
236,493,AN,YQ,0.2,Answer in the negative to yes/no question,Ask a yes/no question.,1
237,494,AN,YY,0.1,Answer in the negative to yes/no question,Make a word-like utterance without clear function.,0
238,495,FP,MK,0.083333333333333,Ask for permission to carry out act.,Mark occurrence of event (thank greet apologize congratulate etc.).,0
239,496,FP,PA,0.625,Ask for permission to carry out act.,Permit hearer to perform act.,1
240,497,FP,PF,0.125,Ask for permission to carry out act.,Prohibit/forbid/protest hearer's performance of an act,1
241,499,FP,ST,0.083333333333333,Ask for permission to carry out act.,Make a declarative statement.,0
242,501,SS,MK,0.142857142857143,Signal to start performing an act such as running or rolling a ball,Mark occurrence of event (thank greet apologize congratulate etc.).,1
243,502,SS,OO,0.285714285714286,Signal to start performing an act such as running or rolling a ball,Unintelligible vocalization.,0
244,503,SS,QN,0.142857142857143,Signal to start performing an act such as running or rolling a ball,Ask a product-question (wh-question),1
245,504,SS,RQ,0.142857142857143,Signal to start performing an act such as running or rolling a ball,Yes/no question or suggestion about hearer's wishes and intentions,1
246,505,SS,ST,0.142857142857143,Signal to start performing an act such as running or rolling a ball,Make a declarative statement.,0
247,506,SS,YY,0.142857142857143,Signal to start performing an act such as running or rolling a ball,Make a word-like utterance without clear function.,0
248,508,XA,OO,0.086956521739131,Exhibit attentiveness to hearer.,Unintelligible vocalization.,0
249,509,XA,QN,0.173913043478261,Exhibit attentiveness to hearer.,Ask a product-question (wh-question),1
250,511,XA,SI,0.260869565217391,Exhibit attentiveness to hearer.,State intent to carry out act by speaker.,1
251,512,XA,ST,0.217391304347826,Exhibit attentiveness to hearer.,Make a declarative statement.,1
252,513,XA,YY,0.173913043478261,Exhibit attentiveness to hearer.,Make a word-like utterance without clear function.,0
253,514,WD,OO,0.5,Warn of danger.,Unintelligible vocalization.,0
254,515,WD,RP,0.5,Warn of danger.,Request propose or suggest an action for hearer or for hearer and speaker.,1
255,516,ET,QN,0.142857142857143,Express enthusiasm for hearer's performance.,Ask a product-question (wh-question),1
256,517,ET,RQ,0.142857142857143,Express enthusiasm for hearer's performance.,Yes/no question or suggestion about hearer's wishes and intentions,1
257,518,ET,RT,0.142857142857143,Express enthusiasm for hearer's performance.,Repeat or imitate other's utterance.,1
258,519,ET,SI,0.142857142857143,Express enthusiasm for hearer's performance.,State intent to carry out act by speaker.,1
259,520,ET,ST,0.428571428571429,Express enthusiasm for hearer's performance.,Make a declarative statement.,1
260,521,SC,QN,0.333333333333333,Complete statement or other utterance in compliance with request.,Ask a product-question (wh-question),1
261,522,SC,RP,0.333333333333333,Complete statement or other utterance in compliance with request.,Request propose or suggest an action for hearer or for hearer and speaker.,1
262,523,SC,YY,0.333333333333333,Complete statement or other utterance in compliance with request.,Make a word-like utterance without clear function.,0
263,524,CR,RT,1,Criticize or point out error in nonverbal act.,Repeat or imitate other's utterance.,0
264,525,QA,SI,1,Answer a question with a wh-question.,State intent to carry out act by speaker.,1
265,526,EX,ST,0.5,Elicit completion of rote-learned text.,Make a declarative statement.,1
266,527,EX,YY,0.5,Elicit completion of rote-learned text.,Make a word-like utterance without clear function.,0
267,528,DP,YD,1,Declare make-believe reality.,Agree to a declaration.,1
