"source","target","fraction","source_description","target_description","contingency"
"MKTOXA","STAPDWTXCT",0.239344262295082,"Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.","Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.",1
"MKTOXA","WD",0.00327868852459,"Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.","Warn of danger.",1
"MKTOXA","YQTQ",0.013114754098361,"Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.","Ask a yes/no question. | Ask a limited-alternative yes/no question.",1
"MKTOXA","YYOO",0.154098360655738,"Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.","Make a word-like utterance without clear function. | Unintelligible vocalization.",0
"QN","AA",0.001853568118628,"Ask a product-question (wh-question)","Answer in the affirmative to yes/no question.",0
"QN","AC",0.007414272474513,"Ask a product-question (wh-question)","Answer calls; show attentiveness to communications.",1
"QN","ADALGI",0.000926784059314,"Ask a product-question (wh-question)","Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.",0
"QN","AN",0.000926784059314,"Ask a product-question (wh-question)","Answer in the negative to yes/no question",0
"QN","CL",0.001853568118628,"Ask a product-question (wh-question)","Call attention to hearer by name or by substitute exclamations",0
"QN","CMEMED",0.000926784059314,"Ask a product-question (wh-question)","Commiserate express sympathy for hearer's distress. | Exclaim in distress pain. | Exclaim in disapproval.",0
"QN","CRDS",0.000926784059314,"Ask a product-question (wh-question)","Criticize or point out error in nonverbal act. | Disapprove scold protest disruptive behavior.",0
"QN","CXSC",0.000926784059314,"Ask a product-question (wh-question)","Complete text if so demanded. | Complete statement or other utterance in compliance with request",0
"QN","DC",0.002780352177943,"Ask a product-question (wh-question)","Create a new state of affairs by declaration",0
"QN","GR",0.000926784059314,"Ask a product-question (wh-question)","Give reason; justify a request for an action refusal or prohibition",0
"QN","MKTOXA",0.041705282669138,"Ask a product-question (wh-question)","Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.",0
"QN","NA",0.031510658016682,"Ask a product-question (wh-question)","Intentionally nonsatisfying answer to question",1
"QN","ND",0.000926784059314,"Ask a product-question (wh-question)","Disagree with a declaration.",0
"QN","PA",0.000926784059314,"Ask a product-question (wh-question)","Permit hearer to perform act.",0
"QN","PD",0.000926784059314,"Ask a product-question (wh-question)","Promise.",0
"QN","PF",0.001853568118628,"Ask a product-question (wh-question)","Prohibit/forbid/protest hearer's performance of an act",0
"QN","PRCN",0.002780352177943,"Ask a product-question (wh-question)","Perform verbal move in game. | Count.",0
"QN","QA",0.001853568118628,"Ask a product-question (wh-question)","Answer a question with a wh-question.",1
"QN","QN",0.037071362372567,"Ask a product-question (wh-question)","Ask a product-question (wh-question)",0
"QN","RPCS",0.026876737720111,"Ask a product-question (wh-question)","Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.",0
"QN","RQ",0.000926784059314,"Ask a product-question (wh-question)","Yes/no question or suggestion about hearer's wishes and intentions",0
"QN","RR",0.007414272474513,"Ask a product-question (wh-question)","Request to repeat utterance.",1
"QN","RT",0.006487488415199,"Ask a product-question (wh-question)","Repeat or imitate other's utterance.",1
"QN","SA",0.699721964782206,"Ask a product-question (wh-question)","Answer a wh-question with a statement.",1
"QN","SI",0.007414272474513,"Ask a product-question (wh-question)","State intent to carry out act by speaker.",0
"QN","STAPDWTXCT",0.038924930491196,"Ask a product-question (wh-question)","Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.",0
"QN","YA",0.002780352177943,"Ask a product-question (wh-question)","Answer a question with a yes/no question.",1
"QN","YQTQ",0.005560704355885,"Ask a product-question (wh-question)","Ask a yes/no question. | Ask a limited-alternative yes/no question.",0
"QN","YYOO",0.064874884151993,"Ask a product-question (wh-question)","Make a word-like utterance without clear function. | Unintelligible vocalization.",0
"RPCS","AA",0.007317073170732,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Answer in the affirmative to yes/no question.",0
"RPCS","ABPMET",0.004878048780488,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.",0
"RPCS","AC",0.034146341463415,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Answer calls; show attentiveness to communications.",1
"RPCS","ADALGI",0.214634146341463,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.",1
"RPCS","AN",0.004878048780488,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Answer in the negative to yes/no question",0
"RPCS","CL",0.004878048780488,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Call attention to hearer by name or by substitute exclamations",0
"RPCS","CMEMED",0.002439024390244,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Commiserate express sympathy for hearer's distress. | Exclaim in distress pain. | Exclaim in disapproval.",0
"RPCS","CRDS",0.002439024390244,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Criticize or point out error in nonverbal act. | Disapprove scold protest disruptive behavior.",0
"RPCS","DC",0.002439024390244,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Create a new state of affairs by declaration",0
"RPCS","FP",0.004878048780488,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Ask for permission to carry out act.",0
"RPCS","MKTOXA",0.065853658536585,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.",0
"RPCS",,0.004878048780488,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Intentionally nonsatisfying answer to question",0
"RPCS","PF",0.002439024390244,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Prohibit/forbid/protest hearer's performance of an act",1
"RPCS","PRCN",0.014634146341464,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Perform verbal move in game. | Count.",1
"RPCS","QN",0.063414634146342,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Ask a product-question (wh-question)",0
"RPCS","RD",0.078048780487805,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Refuse to carry out an act requested or proposed by other.",1
"RPCS","RPCS",0.068292682926829,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.",1
"RPCS","RR",0.004878048780488,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Request to repeat utterance.",1
"RPCS","RT",0.034146341463415,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Repeat or imitate other's utterance.",0
"RPCS","SA",0.009756097560976,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Answer a wh-question with a statement.",0
"RPCS","SI",0.034146341463415,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","State intent to carry out act by speaker.",1
"RPCS","STAPDWTXCT",0.175609756097561,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.",1
"RPCS","YQTQ",0.034146341463415,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Ask a yes/no question. | Ask a limited-alternative yes/no question.",0
"RPCS","YYOO",0.126829268292683,"Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.","Make a word-like utterance without clear function. | Unintelligible vocalization.",0
"RQ","AA",0.011811023622047,"Yes/no question or suggestion about hearer's wishes and intentions","Answer in the affirmative to yes/no question.",1
"RQ","AC",0.003937007874016,"Yes/no question or suggestion about hearer's wishes and intentions","Answer calls; show attentiveness to communications.",1
"RQ","ADALGI",0.622047244094488,"Yes/no question or suggestion about hearer's wishes and intentions","Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.",1
"RQ","CL",0.003937007874016,"Yes/no question or suggestion about hearer's wishes and intentions","Call attention to hearer by name or by substitute exclamations",0
"RQ","CMEMED",0.003937007874016,"Yes/no question or suggestion about hearer's wishes and intentions","Commiserate express sympathy for hearer's distress. | Exclaim in distress pain. | Exclaim in disapproval.",0
"RQ","MKTOXA",0.023622047244095,"Yes/no question or suggestion about hearer's wishes and intentions","Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.",0
"RQ","PF",0.003937007874016,"Yes/no question or suggestion about hearer's wishes and intentions","Prohibit/forbid/protest hearer's performance of an act",0
"RQ","QN",0.02755905511811,"Yes/no question or suggestion about hearer's wishes and intentions","Ask a product-question (wh-question)",0
"RQ","RD",0.114173228346457,"Yes/no question or suggestion about hearer's wishes and intentions","Refuse to carry out an act requested or proposed by other.",1
"RQ","RPCS",0.043307086614173,"Yes/no question or suggestion about hearer's wishes and intentions","Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.",1
"RQ","RR",0.003937007874016,"Yes/no question or suggestion about hearer's wishes and intentions","Request to repeat utterance.",1
"RQ","RT",0.015748031496063,"Yes/no question or suggestion about hearer's wishes and intentions","Repeat or imitate other's utterance.",0
"RQ","SA",0.003937007874016,"Yes/no question or suggestion about hearer's wishes and intentions","Answer a wh-question with a statement.",0
"RQ","SI",0.007874015748032,"Yes/no question or suggestion about hearer's wishes and intentions","State intent to carry out act by speaker.",1
"RQ","STAPDWTXCT",0.039370078740158,"Yes/no question or suggestion about hearer's wishes and intentions","Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.",1
"RQ","YA",0.003937007874016,"Yes/no question or suggestion about hearer's wishes and intentions","Answer a question with a yes/no question.",1
"RQ","YD",0.003937007874016,"Yes/no question or suggestion about hearer's wishes and intentions","Agree to a declaration.",0
"RQ","YQTQ",0.011811023622047,"Yes/no question or suggestion about hearer's wishes and intentions","Ask a yes/no question. | Ask a limited-alternative yes/no question.",0
"RQ","YYOO",0.051181102362205,"Yes/no question or suggestion about hearer's wishes and intentions","Make a word-like utterance without clear function. | Unintelligible vocalization.",0
"RR","AA",0.019607843137255,"Request to repeat utterance.","Answer in the affirmative to yes/no question.",0
"RR","DC",0.019607843137255,"Request to repeat utterance.","Create a new state of affairs by declaration",0
"RR","QN",0.156862745098039,"Request to repeat utterance.","Ask a product-question (wh-question)",0
"RR","RPCS",0.137254901960784,"Request to repeat utterance.","Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.",1
"RR","RQ",0.019607843137255,"Request to repeat utterance.","Yes/no question or suggestion about hearer's wishes and intentions",0
"RR","SA",0.254901960784314,"Request to repeat utterance.","Answer a wh-question with a statement.",1
"RR","SI",0.019607843137255,"Request to repeat utterance.","State intent to carry out act by speaker.",0
"RR","STAPDWTXCT",0.156862745098039,"Request to repeat utterance.","Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.",1
"RR","YYOO",0.215686274509804,"Request to repeat utterance.","Make a word-like utterance without clear function. | Unintelligible vocalization.",0
"RT","AA",0.068965517241379,"Repeat or imitate other's utterance.","Answer in the affirmative to yes/no question.",0
"RT","CRDS",0.03448275862069,"Repeat or imitate other's utterance.","Criticize or point out error in nonverbal act. | Disapprove scold protest disruptive behavior.",0
"RT","MKTOXA",0.103448275862069,"Repeat or imitate other's utterance.","Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.",1
"RT","QN",0.103448275862069,"Repeat or imitate other's utterance.","Ask a product-question (wh-question)",1
"RT","RQ",0.03448275862069,"Repeat or imitate other's utterance.","Yes/no question or suggestion about hearer's wishes and intentions",1
"RT","RT",0.03448275862069,"Repeat or imitate other's utterance.","Repeat or imitate other's utterance.",0
"RT","SA",0.103448275862069,"Repeat or imitate other's utterance.","Answer a wh-question with a statement.",0
"RT","SI",0.068965517241379,"Repeat or imitate other's utterance.","State intent to carry out act by speaker.",1
"RT","STAPDWTXCT",0.310344827586207,"Repeat or imitate other's utterance.","Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.",1
"RT","YYOO",0.137931034482759,"Repeat or imitate other's utterance.","Make a word-like utterance without clear function. | Unintelligible vocalization.",0
"SA","AA",0.032258064516129,"Answer a wh-question with a statement.","Answer in the affirmative to yes/no question.",0
"SA","AC",0.043010752688172,"Answer a wh-question with a statement.","Answer calls; show attentiveness to communications.",0
"SA","ADALGI",0.010752688172043,"Answer a wh-question with a statement.","Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.",0
"SA","FP",0.010752688172043,"Answer a wh-question with a statement.","Ask for permission to carry out act.",1
"SA","MKTOXA",0.032258064516129,"Answer a wh-question with a statement.","Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.",1
"SA","PRCN",0.021505376344086,"Answer a wh-question with a statement.","Perform verbal move in game. | Count.",1
"SA","QN",0.150537634408602,"Answer a wh-question with a statement.","Ask a product-question (wh-question)",1
"SA","RPCS",0.053763440860215,"Answer a wh-question with a statement.","Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.",1
"SA","RR",0.021505376344086,"Answer a wh-question with a statement.","Request to repeat utterance.",1
"SA","RT",0.150537634408602,"Answer a wh-question with a statement.","Repeat or imitate other's utterance.",1
"SA","SA",0.032258064516129,"Answer a wh-question with a statement.","Answer a wh-question with a statement.",0
"SA","STAPDWTXCT",0.247311827956989,"Answer a wh-question with a statement.","Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.",1
"SA","YQTQ",0.043010752688172,"Answer a wh-question with a statement.","Ask a yes/no question. | Ask a limited-alternative yes/no question.",1
"SA","YYOO",0.150537634408602,"Answer a wh-question with a statement.","Make a word-like utterance without clear function. | Unintelligible vocalization.",0
"STAPDWTXCT","AA",0.025299600532623,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Answer in the affirmative to yes/no question.",0
"STAPDWTXCT","ABPMET",0.006657789613848,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.",0
"STAPDWTXCT","AC",0.0745672436751,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Answer calls; show attentiveness to communications.",0
"STAPDWTXCT","ADALGI",0.009320905459387,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.",0
"STAPDWTXCT","AN",0.002663115845539,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Answer in the negative to yes/no question",0
"STAPDWTXCT","CL",0.007989347536618,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Call attention to hearer by name or by substitute exclamations",1
"STAPDWTXCT","CXSC",0.00133155792277,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Complete text if so demanded. | Complete statement or other utterance in compliance with request",0
"STAPDWTXCT","DC",0.003994673768309,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Create a new state of affairs by declaration",1
"STAPDWTXCT","FP",0.00133155792277,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Ask for permission to carry out act.",1
"STAPDWTXCT","MKTOXA",0.063914780292943,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.",1
"STAPDWTXCT","NA",0.00133155792277,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Intentionally nonsatisfying answer to question",0
"STAPDWTXCT","PF",0.002663115845539,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Prohibit/forbid/protest hearer's performance of an act",0
"STAPDWTXCT","PRCN",0.014647137150466,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Perform verbal move in game. | Count.",1
"STAPDWTXCT","QN",0.082556591211718,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Ask a product-question (wh-question)",1
"STAPDWTXCT","RD",0.014647137150466,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Refuse to carry out an act requested or proposed by other.",0
"STAPDWTXCT","RPCS",0.070572569906791,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.",1
"STAPDWTXCT","RQ",0.006657789613848,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Yes/no question or suggestion about hearer's wishes and intentions",1
"STAPDWTXCT","RR",0.021304926764314,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Request to repeat utterance.",1
"STAPDWTXCT","RT",0.065246338215712,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Repeat or imitate other's utterance.",1
"STAPDWTXCT","SA",0.026631158455393,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","Answer a wh-question with a statement.",0
"STAPDWTXCT","SI",0.054593874833555,"Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.","State intent to carry out act by speaker.",1
